dc,Station Number,Station Name,Latitude,Longitude,Height above MSL,Month Day Year in YYYY-MM-DD format,Precipitation in the 24 hours before 9am (local time) in mm,Quality of precipitation value,Number of days of rain within the days of accumulation,Accumulated number of days over which the precipitation was measured,Maximum temperature in 24 hours after 9am (local time) in Degrees C,Quality of maximum temperature in 24 hours after 9am (local time),Days of accumulation of maximum temperature,Minimum temperature in 24 hours before 9am (local time) in Degrees C,Quality of minimum temperature in 24 hours before 9am (local time),Days of accumulation of minimum temperature,Average daily dew point temperature in Degrees C,Quality of overall dew point temperature observations used,Wind speed at 00 hours Local Time measured in km/h,Quality of wind speed at 00 hours Local Time,Wind speed at 03 hours Local Time measured in km/h,Quality of wind speed at 03 hours Local Time,Wind speed at 06 hours Local Time measured in km/h,Quality of wind speed at 06 hours Local Time,Wind speed at 09 hours Local Time measured in km/h,Quality of wind speed at 09 hours Local Time,Wind speed at 12 hours Local Time measured in km/h,Quality of wind speed at 12 hours Local Time,Wind speed at 15 hours Local Time measured in km/h,Quality of wind speed at 15 hours Local Time,Wind speed at 18 hours Local Time measured in km/h,Quality of wind speed at 18 hours Local Time,Wind speed at 21 hours Local Time measured in km/h,Quality of wind speed at 21 hours Local Time,Wind direction at 00 hours Local Time as 16 compass point text,Quality of wind direction at 00 hours Local Time,Wind direction at 03 hours Local Time as 16 compass point text,Quality of wind direction at 03 hours Local Time,Wind direction at 06 hours Local Time as 16 compass point text,Quality of wind direction at 06 hours Local Time,Wind direction at 09 hours Local Time as 16 compass point text,Quality of wind direction at 09 hours Local Time,Wind direction at 12 hours Local Time as 16 compass point text,Quality of wind direction at 12 hours Local Time,Wind direction at 15 hours Local Time as 16 compass point text,Quality of wind direction at 15 hours Local Time,Wind direction at 18 hours Local Time as 16 compass point text,Quality of wind direction at 18 hours Local Time,Wind direction at 21 hours Local Time as 16 compass point text,Quality of wind direction at 21 hours Local Time,#
dc, 14517,NGAYAWILI                               ,-11.9971,+135.5726,   8.1,2014-08-24,   0.0,N,  , 1, 32.3,Y, 1, 19.4,Y, 1, 17.0,N, 16.6,N, 13.0,N, 13.0,N, 11.2,N, 18.4,N, 16.6,N, 13.0,N, 11.2,N,SE   ,N,SE   ,N,SE   ,N,SE   ,N,E    ,N,SE   ,N,E    ,N,ESE  ,N,#
dc, 14517,NGAYAWILI                               ,-11.9971,+135.5726,   8.1,2014-08-25,   0.0,N,  , 1, 31.5,Y, 1, 20.1,Y, 1, 16.8,N, 18.4,N, 11.2,N, 11.2,N, 14.8,N, 25.9,N, 24.1,N, 16.6,N,  9.4,N,SE   ,N,SE   ,N,SE   ,N,SE   ,N,SE   ,N,SSE  ,N,SE   ,N,SSE  ,N,#
dc, 14517,NGAYAWILI                               ,-11.9971,+135.5726,   8.1,2014-08-26,   0.0,N,  , 1, 31.7,Y, 1, 18.8,Y, 1, 16.5,N, 14.8,N,  9.4,N, 16.6,N, 14.8,N, 24.1,N, 18.4,N, 18.4,N, 18.4,N,SE   ,N,SE   ,N,SE   ,N,SE   ,N,SE   ,N,ESE  ,N,ESE  ,N,SE   ,N,#
dc, 14517,NGAYAWILI                               ,-11.9971,+135.5726,   8.1,2014-08-27,   0.0,N,  , 1, 30.8,Y, 1, 17.4,Y, 1, 16.8,N, 18.4,N, 13.0,N,  7.6,N, 20.5,N, 27.7,N, 22.3,N, 14.8,N, 14.8,N,SE   ,N,SE   ,N,SE   ,N,SE   ,N,ESE  ,N,ESE  ,N,ESE  ,N,SE   ,N,#
dc, 14517,NGAYAWILI                               ,-11.9971,+135.5726,   8.1,2014-08-28,   0.0,N,  , 1, 31.0,Y, 1, 16.9,Y, 1, 14.9,N, 13.0,N, 11.2,N,  9.4,N, 14.8,N, 25.9,N, 20.5,N, 13.0,N, 11.2,N,SSE  ,N,SSE  ,N,SE   ,N,SE   ,N,ESE  ,N,E    ,N,ESE  ,N,ESE  ,N,#
dc, 14517,NGAYAWILI                               ,-11.9971,+135.5726,   8.1,2014-08-29,   0.0,N,  , 1, 31.1,Y, 1, 17.8,Y, 1, 14.6,N, 13.0,N,  9.4,N,  7.6,N, 13.0,N, 22.3,N, 14.8,N,  9.4,N, 13.0,N,SE   ,N,SE   ,N,SE   ,N,ESE  ,N,ESE  ,N,E    ,N,ENE  ,N,ESE  ,N,#
dc, 14517,NGAYAWILI                               ,-11.9971,+135.5726,   8.1,2014-08-30,   0.0,N,  , 1, 31.6,Y, 1, 20.0,Y, 1, 16.6,N, 14.8,N, 11.2,N, 11.2,N, 14.8,N, 18.4,N, 16.6,N, 13.0,N,  9.4,N,SE   ,N,ESE  ,N,SE   ,N,ESE  ,N,ESE  ,N,ENE  ,N,ENE  ,N,ESE  ,N,#
dc, 14517,NGAYAWILI                               ,-11.9971,+135.5726,   8.1,2014-08-31,   0.0,N,  , 1, 31.3,Y, 1, 19.6,Y, 1, 17.3,N, 13.0,N, 13.0,N,  9.4,N, 13.0,N, 18.4,N, 18.4,N, 11.2,N, 13.0,N,SE   ,N,ESE  ,N,ESE  ,N,ESE  ,N,ESE  ,N,E    ,N,ENE  ,N,ESE  ,N,#
dc, 14517,NGAYAWILI                               ,-11.9971,+135.5726,   8.1,2014-09-01,   0.0,N,  , 1, 32.0,Y, 1, 17.3,Y, 1, 16.2,N, 13.0,N,  7.6,N, 11.2,N,  5.4,N, 16.6,N, 16.6,N, 11.2,N, 11.2,N,ESE  ,N,ENE  ,N,SE   ,N,SE   ,N,ESE  ,N,E    ,N,ENE  ,N,ESE  ,N,#
dc, 14517,NGAYAWILI                               ,-11.9971,+135.5726,   8.1,2014-09-02,   0.0,N,  , 1, 32.0,Y, 1, 19.1,Y, 1, 16.9,N, 13.0,N, 13.0,N, 11.2,N, 11.2,N, 18.4,N, 14.8,N,  9.4,N,  7.6,N,SE   ,N,ESE  ,N,E    ,N,ESE  ,N,E    ,N,E    ,N,NE   ,N,ENE  ,N,#
dc, 14517,NGAYAWILI                               ,-11.9971,+135.5726,   8.1,2014-09-03,   0.0,N,  , 1, 31.0,Y, 1, 15.7,Y, 1, 15.5,N,  3.6,N,  9.4,N, 11.2,N, 18.4,N, 20.5,N, 16.6,N, 11.2,N,  9.4,N,ESE  ,N,ESE  ,N,SE   ,N,SSE  ,N,SE   ,N,E    ,N,ESE  ,N,ESE  ,N,#
dc, 14517,NGAYAWILI                               ,-11.9971,+135.5726,   8.1,2014-09-04,   0.0,N,  , 1, 32.2,Y, 1, 16.1,Y, 1, 13.8,N,  9.4,N, 11.2,N, 13.0,N, 13.0,N, 22.3,N, 18.4,N, 16.6,N, 13.0,N,ESE  ,N,ESE  ,N,SE   ,N,SE   ,N,SE   ,N,E    ,N,E    ,N,ESE  ,N,#
dc, 14517,NGAYAWILI                               ,-11.9971,+135.5726,   8.1,2014-09-05,   0.0,N,  , 1, 29.7,Y, 1, 13.0,Y, 1, 18.3,N, 11.2,N,  5.4,N,  0.0,N,  7.6,N, 11.2,N, 27.7,N, 18.4,N,  9.4,N,SE   ,N,SE   ,N,CALM ,N,SE   ,N,NW   ,N,N    ,N,NNE  ,N,ENE  ,N,#
dc, 14517,NGAYAWILI                               ,-11.9971,+135.5726,   8.1,2014-09-06,   0.0,N,  , 1, 30.4,Y, 1, 17.6,Y, 1, 21.2,N,  9.4,N,  7.6,N,  7.6,N,  9.4,N, 25.9,N, 22.3,N, 14.8,N,  9.4,N,E    ,N,E    ,N,E    ,N,ENE  ,N,N    ,N,N    ,N,NNE  ,N,ENE  ,N,#
dc, 14517,NGAYAWILI                               ,-11.9971,+135.5726,   8.1,2014-09-07,   0.0,N,  , 1, 32.0,Y, 1, 20.0,Y, 1, 21.2,N, 11.2,N, 11.2,N,  7.6,N, 14.8,N, 16.6,N, 27.7,N, 14.8,N,  9.4,N,ESE  ,N,SE   ,N,E    ,N,E    ,N,NE   ,N,N    ,N,NE   ,N,ENE  ,N,#
dc, 14517,NGAYAWILI                               ,-11.9971,+135.5726,   8.1,2014-09-08,   0.0,N,  , 1, 30.4,Y, 1, 17.9,Y, 1, 21.4,N,  7.6,N,  5.4,N,  9.4,N,  9.4,N, 22.3,N, 25.9,N, 14.8,N, 11.2,N,E    ,N,E    ,N,E    ,N,ESE  ,N,N    ,N,N    ,N,NE   ,N,ENE  ,N,#
dc, 14517,NGAYAWILI                               ,-11.9971,+135.5726,   8.1,2014-09-09,   0.0,N,  , 1, 31.0,Y, 1, 19.0,Y, 1, 22.3,N,  9.4,N,  9.4,N,  5.4,N, 13.0,N, 22.3,N, 24.1,N, 16.6,N, 11.2,N,ESE  ,N,E    ,N,ESE  ,N,NNE  ,N,N    ,N,N    ,N,NNE  ,N,ENE  ,N,#
dc, 14517,NGAYAWILI                               ,-11.9971,+135.5726,   8.1,2014-09-10,   0.0,N,  , 1, 29.5,Y, 1, 18.7,Y, 1, 22.3,N,  7.6,N,  7.6,N,  7.6,N, 18.4,N, 22.3,N, 22.3,N, 14.8,N,  3.6,N,ENE  ,N,ESE  ,N,NE   ,N,NNE  ,N,N    ,N,N    ,N,N    ,N,NNE  ,N,#
dc, 14517,NGAYAWILI                               ,-11.9971,+135.5726,   8.1,2014-09-11,   0.0,N,  , 1, 29.4,Y, 1, 18.7,Y, 1, 22.6,N,  5.4,N,  9.4,N,  7.6,N,  7.6,N, 11.2,N, 18.4,N, 22.3,N,  7.6,N,NNE  ,N,ESE  ,N,ENE  ,N,SE   ,N,WNW  ,N,NNW  ,N,N    ,N,E    ,N,#
dc, 14517,NGAYAWILI                               ,-11.9971,+135.5726,   8.1,2014-09-12,   0.0,N,  , 1, 31.9,Y, 1, 19.2,Y, 1, 22.4,N,  5.4,N,  5.4,N,  9.4,N, 11.2,N, 20.5,N, 24.1,N, 16.6,N,  9.4,N,E    ,N,E    ,N,SE   ,N,ENE  ,N,N    ,N,NNE  ,N,NE   ,N,E    ,N,#
dc, 14517,NGAYAWILI                               ,-11.9971,+135.5726,   8.1,2014-09-13,   0.0,N,  , 1, 32.5,Y, 1, 19.2,Y, 1, 21.6,N,  9.4,N,  7.6,N,  9.4,N, 11.2,N, 13.0,N, 16.6,N, 11.2,N, 11.2,N,E    ,N,E    ,N,E    ,N,SE   ,N,ESE  ,N,E    ,N,ENE  ,N,ESE  ,N,#
dc, 14517,NGAYAWILI                               ,-11.9971,+135.5726,   8.1,2014-09-14,   0.0,N,  , 1, 33.0,Y, 1, 20.4,Y, 1, 21.6,N, 11.2,N,  9.4,N,  7.6,N, 11.2,N, 20.5,N, 18.4,N, 14.8,N,  7.6,N,SE   ,N,ESE  ,N,ESE  ,N,E    ,N,ESE  ,N,E    ,N,ENE  ,N,E    ,N,#
dc, 14517,NGAYAWILI                               ,-11.9971,+135.5726,   8.1,2014-09-15,   0.0,N,  , 1, 32.2,Y, 1, 21.0,Y, 1, 21.8,N,  9.4,N,  7.6,N,  7.6,N, 13.0,N, 24.1,N, 18.4,N, 14.8,N, 11.2,N,ESE  ,N,E    ,N,E    ,N,ENE  ,N,NNE  ,N,ENE  ,N,NE   ,N,E    ,N,#
dc, 14517,NGAYAWILI                               ,-11.9971,+135.5726,   8.1,2014-09-16,   0.0,N,  , 1, 31.9,S, 1, 21.3,Y, 1, 21.7,N,  7.6,N,  9.4,N,  9.4,N, 18.4,N, 20.5,N, 16.6,N, 14.8,N,  7.6,N,E    ,N,ESE  ,N,ESE  ,N,NE   ,N,NNE  ,N,NE   ,N,NE   ,N,ENE  ,N,#
dc, 14517,NGAYAWILI                               ,-11.9971,+135.5726,   8.1,2014-09-17,      , ,  ,  , 32.6,Y, 1, 19.8,Y, 1, 21.3,N,  7.6,N,  9.4,N, 13.0,N, 16.6,N, 16.6,N, 16.6,N, 13.0,N,  9.4,N,E    ,N,ESE  ,N,SE   ,N,E    ,N,E    ,N,ENE  ,N,NE   ,N,E    ,N,#
dc, 14517,NGAYAWILI                               ,-11.9971,+135.5726,   8.1,2014-09-18,   0.0,N,  , 1, 34.3,Y, 1, 18.0,Y, 1, 21.0,N,  7.6,N,  7.6,N, 11.2,N, 16.6,N, 11.2,N, 16.6,N, 11.2,N,  7.6,N,E    ,N,E    ,N,SSE  ,N,E    ,N,NNE  ,N,E    ,N,NE   ,N,ENE  ,N,#
dc, 14517,NGAYAWILI                               ,-11.9971,+135.5726,   8.1,2014-09-19,   0.0,N,  , 1, 34.6,Y, 1, 20.0,Y, 1, 19.1,N, 11.2,N, 11.2,N, 11.2,N, 14.8,N, 18.4,N, 20.5,N, 11.2,N,  9.4,N,SE   ,N,SE   ,N,ESE  ,N,SE   ,N,ESE  ,N,E    ,N,ENE  ,N,E    ,N,#
dc, 14517,NGAYAWILI                               ,-11.9971,+135.5726,   8.1,2014-09-20,   0.0,N,  , 1, 33.0,Y, 1, 17.9,Y, 1, 20.1,N,  9.4,N,  7.6,N,  9.4,N, 11.2,N, 13.0,N, 25.9,N, 16.6,N, 11.2,N,E    ,N,E    ,N,ESE  ,N,ESE  ,N,ESE  ,N,N    ,N,NE   ,N,ENE  ,N,#
dc, 14517,NGAYAWILI                               ,-11.9971,+135.5726,   8.1,2014-09-21,   0.0,N,  , 1, 32.1,Y, 1, 18.5,Y, 1, 21.5,N,  9.4,N,  5.4,N, 11.2,N, 11.2,N, 24.1,N, 24.1,N, 16.6,N,  7.6,N,E    ,N,E    ,N,E    ,N,ENE  ,N,N    ,N,N    ,N,NE   ,N,E    ,N,#
dc, 14517,NGAYAWILI                               ,-11.9971,+135.5726,   8.1,2014-09-22,   0.0,N,  , 1, 32.0,Y, 1, 18.5,Y, 1, 21.8,N,  7.6,N,  5.4,N,  0.0,N, 13.0,N, 13.0,N, 31.3,N, 20.5,N,  7.6,N,E    ,N,E    ,N,CALM ,N,ENE  ,N,SE   ,N,N    ,N,N    ,N,NE   ,N,#
dc, 14517,NGAYAWILI                               ,-11.9971,+135.5726,   8.1,2014-09-23,   0.0,N,  , 1, 29.9,Y, 1, 19.1,Y, 1, 22.5,N,  7.6,N,  7.6,N,  5.4,N,  9.4,N, 14.8,N, 24.1,N, 16.6,N,  7.6,N,NE   ,N,NE   ,N,NE   ,N,SW   ,N,NW   ,N,N    ,N,N    ,N,NE   ,N,#
dc, 14517,NGAYAWILI                               ,-11.9971,+135.5726,   8.1,2014-09-24,   0.0,N,  , 1, 30.3,Y, 1, 20.0,Y, 1, 23.0,N,  9.4,N,  9.4,N,  7.6,N,  9.4,N, 11.2,N, 25.9,N, 18.4,N,  7.6,N,E    ,N,ESE  ,N,ESE  ,N,N    ,N,WNW  ,N,N    ,N,NNE  ,N,ENE  ,N,#
dc, 14517,NGAYAWILI                               ,-11.9971,+135.5726,   8.1,2014-09-25,   0.0,N,  , 1, 33.2,Y, 1, 21.3,Y, 1, 23.3,N,  9.4,N,  9.4,N,  7.6,N, 18.4,N, 16.6,N, 20.5,N, 14.8,N, 16.6,N,E    ,N,E    ,N,E    ,N,E    ,N,ENE  ,N,ENE  ,N,E    ,N,ESE  ,N,#
dc, 14517,NGAYAWILI                               ,-11.9971,+135.5726,   8.1,2014-09-26,   0.0,N,  , 1, 35.7,Y, 1, 22.2,Y, 1, 20.2,N, 14.8,N, 11.2,N,  5.4,N, 13.0,N, 18.4,N, 20.5,N, 13.0,N,  9.4,N,SE   ,N,SE   ,N,ESE  ,N,E    ,N,ESE  ,N,E    ,N,E    ,N,ESE  ,N,#
dc, 14517,NGAYAWILI                               ,-11.9971,+135.5726,   8.1,2014-09-27,   0.0,N,  , 1, 32.6,Y, 1, 20.5,Y, 1, 22.1,N,  9.4,N,  9.4,N, 11.2,N, 14.8,N, 25.9,N, 25.9,N, 13.0,N,  9.4,N,ESE  ,N,ENE  ,N,ENE  ,N,NNE  ,N,N    ,N,N    ,N,E    ,N,E    ,N,#
dc, 14517,NGAYAWILI                               ,-11.9971,+135.5726,   8.1,2014-09-28,   0.0,N,  , 1, 30.6,Y, 1, 19.4,Y, 1, 22.3,N, 11.2,N, 11.2,N, 13.0,N, 18.4,N, 24.1,N, 24.1,N, 13.0,N,  5.4,N,E    ,N,ESE  ,N,NNE  ,N,NE   ,N,N    ,N,N    ,N,NE   ,N,ENE  ,N,#
dc, 14517,NGAYAWILI                               ,-11.9971,+135.5726,   8.1,2014-09-29,   0.0,N,  , 1, 32.0,Y, 1, 21.5,Y, 1, 22.8,N,  7.6,N,  9.4,N, 14.8,N, 20.5,N, 29.5,N, 27.7,N, 13.0,N, 13.0,N,ENE  ,N,NE   ,N,NE   ,N,NE   ,N,N    ,N,NNE  ,N,E    ,N,ENE  ,N,#
dc, 14517,NGAYAWILI                               ,-11.9971,+135.5726,   8.1,2014-09-30,   0.0,N,  , 1, 31.8,Y, 1, 22.6,Y, 1, 21.2,N,  9.4,N,  9.4,N, 11.2,N, 13.0,N, 27.7,N, 29.5,N, 13.0,N,  7.6,N,E    ,N,E    ,N,E    ,N,E    ,N,NNE  ,N,NNE  ,N,ENE  ,N,E    ,N,#
dc, 14517,NGAYAWILI                               ,-11.9971,+135.5726,   8.1,2014-10-01,   0.0,N,  , 1, 33.1,Y, 1, 19.7,Y, 1, 20.4,N,  7.6,N,  9.4,N,  9.4,N, 13.0,N, 18.4,N, 14.8,N, 18.4,N,  9.4,N,E    ,N,E    ,N,SE   ,N,E    ,N,SE   ,N,E    ,N,NE   ,N,ENE  ,N,#
dc, 14517,NGAYAWILI                               ,-11.9971,+135.5726,   8.1,2014-10-02,   0.0,N,  , 1, 32.5,Y, 1, 21.0,Y, 1, 21.2,N,  7.6,N,  7.6,N,  9.4,N, 18.4,N, 22.3,N, 27.7,N, 16.6,N,  7.6,N,E    ,N,ESE  ,N,E    ,N,NNE  ,N,N    ,N,N    ,N,NE   ,N,ENE  ,N,#
dc, 14517,NGAYAWILI                               ,-11.9971,+135.5726,   8.1,2014-10-03,   0.0,N,  , 1, 34.1,Y, 1, 19.5,Y, 1, 21.3,N,  7.6,N,  5.4,N,  7.6,N, 16.6,N, 18.4,N, 29.5,N, 18.4,N,  9.4,N,ESE  ,N,ESE  ,N,ESE  ,N,ESE  ,N,ESE  ,N,N    ,N,NNE  ,N,ENE  ,N,#
dc, 14517,NGAYAWILI                               ,-11.9971,+135.5726,   8.1,2014-10-04,   0.0,N,  , 1, 33.4,Y, 1, 20.3,Y, 1, 22.1,N,  9.4,N,  5.4,N,  9.4,N, 14.8,N, 14.8,N, 16.6,N, 18.4,N,  9.4,N,ESE  ,N,ENE  ,N,ESE  ,N,ENE  ,N,ESE  ,N,NE   ,N,NE   ,N,ENE  ,N,#
dc, 14517,NGAYAWILI                               ,-11.9971,+135.5726,   8.1,2014-10-05,   0.0,N,  , 1, 32.7,Y, 1, 21.9,Y, 1, 22.9,N,  9.4,N,  9.4,N,  9.4,N, 14.8,N, 27.7,N, 31.3,N, 18.4,N, 13.0,N,ENE  ,N,E    ,N,E    ,N,NE   ,N,N    ,N,N    ,N,NE   ,N,ENE  ,N,#
dc, 14517,NGAYAWILI                               ,-11.9971,+135.5726,   8.1,2014-10-06,   0.0,N,  , 1, 32.8,Y, 1, 21.5,Y, 1, 22.3,N,  7.6,N,  7.6,N,  9.4,N, 20.5,N, 25.9,N, 27.7,N, 18.4,N,  1.8,N,ENE  ,N,ENE  ,N,E    ,N,NE   ,N,NNE  ,N,N    ,N,NE   ,N,E    ,N,#
dc, 14517,NGAYAWILI                               ,-11.9971,+135.5726,   8.1,2014-10-07,   0.0,N,  , 1, 31.4,Y, 1, 20.8,Y, 1, 23.7,N,  5.4,N,  9.4,N,  9.4,N, 16.6,N, 25.9,N, 27.7,N, 22.3,N,  7.6,N,E    ,N,E    ,N,E    ,N,NNE  ,N,N    ,N,N    ,N,NNE  ,N,NE   ,N,#
dc, 14517,NGAYAWILI                               ,-11.9971,+135.5726,   8.1,2014-10-08,   0.0,N,  , 1, 31.2,Y, 1, 21.1,Y, 1, 24.0,N,  9.4,N,  7.6,N,  9.4,N, 14.8,N, 18.4,N, 24.1,N, 14.8,N,  7.6,N,NE   ,N,NE   ,N,E    ,N,NNE  ,N,NNW  ,N,N    ,N,NE   ,N,E    ,N,#
dc, 14517,NGAYAWILI                               ,-11.9971,+135.5726,   8.1,2014-10-09,   0.0,N,  , 1, 31.4,Y, 1, 20.7,Y, 1, 23.3,N,  7.6,N,  5.4,N,  9.4,N, 20.5,N, 24.1,N, 22.3,N, 14.8,N,  7.6,N,ENE  ,N,E    ,N,ENE  ,N,NNE  ,N,N    ,N,N    ,N,NE   ,N,NE   ,N,#
dc, 14517,NGAYAWILI                               ,-11.9971,+135.5726,   8.1,2014-10-10,      , ,  ,  , 34.1,Y, 1, 22.3,Y, 1, 24.1,N,  9.4,N,  7.6,N,  5.4,N, 20.5,N, 25.9,N, 27.7,N, 14.8,N,  5.4,N,ENE  ,N,NE   ,N,SSE  ,N,N    ,N,N    ,N,N    ,N,NE   ,N,ENE  ,N,#
dc, 14517,NGAYAWILI                               ,-11.9971,+135.5726,   8.1,2014-10-11,   0.0,N,  , 1, 31.1,Y, 1, 21.6,Y, 1, 25.0,N,  5.4,N,  5.4,N,  7.6,N, 18.4,N, 27.7,N, 27.7,N, 16.6,N,  9.4,N,ENE  ,N,E    ,N,ENE  ,N,NE   ,N,N    ,N,N    ,N,N    ,N,N    ,N,#
dc, 14517,NGAYAWILI                               ,-11.9971,+135.5726,   8.1,2014-10-12,   0.0,N,  , 1, 32.6,Y, 1, 20.9,Y, 1, 24.8,N,  9.4,N,  7.6,N,  9.4,N, 14.8,N, 27.7,N, 29.5,N, 22.3,N,  7.6,N,NE   ,N,NE   ,N,ENE  ,N,ENE  ,N,NNE  ,N,N    ,N,N    ,N,ENE  ,N,#
dc, 14517,NGAYAWILI                               ,-11.9971,+135.5726,   8.1,2014-10-13,   0.0,N,  , 1, 30.9,Y, 1, 20.7,Y, 1, 24.9,N,  9.4,N,  7.6,N,  7.6,N, 22.3,N, 24.1,N, 18.4,N, 16.6,N,  9.4,N,ENE  ,N,E    ,N,E    ,N,N    ,N,N    ,N,NNW  ,N,N    ,N,NE   ,N,#
dc, 14517,NGAYAWILI                               ,-11.9971,+135.5726,   8.1,2014-10-14,   0.0,N,  , 1, 30.6,Y, 1, 23.1,Y, 1, 25.8,N,  7.6,N,  9.4,N,  7.6,N, 16.6,N, 18.4,N, 20.5,N, 14.8,N,  7.6,N,ENE  ,N,E    ,N,ENE  ,N,N    ,N,NNW  ,N,NNW  ,N,NNE  ,N,ENE  ,N,#
dc, 14517,NGAYAWILI                               ,-11.9971,+135.5726,   8.1,2014-10-15,   0.0,N,  , 1, 35.8,Y, 1, 21.9,Y, 1, 24.2,N,  9.4,N,  7.6,N,  9.4,N, 13.0,N, 13.0,N, 18.4,N, 14.8,N, 18.4,N,ENE  ,N,E    ,N,E    ,N,SE   ,N,ESE  ,N,E    ,N,ENE  ,N,ESE  ,N,#
dc, 14517,NGAYAWILI                               ,-11.9971,+135.5726,   8.1,2014-10-16,   0.0,N,  , 1, 35.5,Y, 1, 21.0,Y, 1, 22.1,N, 11.2,N,  1.8,N,  5.4,N, 24.1,N, 25.9,N, 20.5,N, 20.5,N, 11.2,N,ESE  ,N,ESE  ,N,ESE  ,N,SE   ,N,ESE  ,N,ESE  ,N,ESE  ,N,ESE  ,N,#
dc, 14517,NGAYAWILI                               ,-11.9971,+135.5726,   8.1,2014-10-17,   0.0,N,  , 1, 35.4,Y, 1, 18.9,Y, 1, 20.4,N, 11.2,N,  5.4,N,  5.4,N, 18.4,N, 20.5,N, 16.6,N, 16.6,N,  7.6,N,E    ,N,E    ,N,E    ,N,ESE  ,N,SE   ,N,E    ,N,NE   ,N,E    ,N,#
dc, 14517,NGAYAWILI                               ,-11.9971,+135.5726,   8.1,2014-10-18,   0.0,N,  , 1, 33.6,Y, 1, 20.8,Y, 1, 25.6,N,  7.6,N,  7.6,N,  9.4,N, 13.0,N, 20.5,N, 27.7,N, 16.6,N, 11.2,N,E    ,N,E    ,N,E    ,N,ENE  ,N,E    ,N,NNE  ,N,NE   ,N,E    ,N,#
dc, 14517,NGAYAWILI                               ,-11.9971,+135.5726,   8.1,2014-10-19,   0.0,N,  , 1, 33.4,Y, 1, 23.8,Y, 1, 26.0,N, 11.2,N,  7.6,N,  9.4,N, 18.4,N, 20.5,N, 20.5,N, 16.6,N,  9.4,N,E    ,N,E    ,N,E    ,N,ENE  ,N,ESE  ,N,NE   ,N,ENE  ,N,E    ,N,#
dc, 14517,NGAYAWILI                               ,-11.9971,+135.5726,   8.1,2014-10-20,   0.0,N,  , 1, 33.1,Y, 1, 22.5,Y, 1, 25.0,N,  9.4,N, 11.2,N,  9.4,N, 14.8,N, 13.0,N, 24.1,N, 16.6,N,  9.4,N,ESE  ,N,SSE  ,N,ESE  ,N,ESE  ,N,ESE  ,N,NNE  ,N,NE   ,N,E    ,N,#
dc, 14517,NGAYAWILI                               ,-11.9971,+135.5726,   8.1,2014-10-21,   0.0,N,  , 1, 33.5,Y, 1, 20.2,Y, 1, 25.2,N, 14.8,N, 11.2,N,  7.6,N, 13.0,N, 24.1,N, 31.3,N, 13.0,N,  9.4,N,SE   ,N,SE   ,N,E    ,N,E    ,N,NNE  ,N,NNE  ,N,NE   ,N,ENE  ,N,#
dc, 14517,NGAYAWILI                               ,-11.9971,+135.5726,   8.1,2014-10-22,   0.0,N,  , 1, 33.3,Y, 1, 20.5,Y, 1, 25.0,N,  7.6,N,  0.0,N,  7.6,N,  9.4,N, 16.6,N, 31.3,N, 18.4,N,  9.4,N,E    ,N,CALM ,N,E    ,N,ESE  ,N,NE   ,N,N    ,N,NE   ,N,E    ,N,#
dc, 14517,NGAYAWILI                               ,-11.9971,+135.5726,   8.1,2014-10-23,   0.0,N,  , 1, 32.5,Y, 1, 20.7,Y, 1, 25.2,N,  5.4,N,  7.6,N,  9.4,N, 16.6,N, 14.8,N, 31.3,N, 16.6,N,  7.6,N,E    ,N,E    ,N,ESE  ,N,NE   ,N,N    ,N,N    ,N,NE   ,N,ENE  ,N,#
dc, 14517,NGAYAWILI                               ,-11.9971,+135.5726,   8.1,2014-10-24,   0.0,N,  , 1, 33.4,Y, 1, 22.9,Y, 1, 25.3,N, 13.0,N, 11.2,N,  9.4,N, 16.6,N, 16.6,N, 18.4,N, 18.4,N, 11.2,N,ESE  ,N,ESE  ,N,E    ,N,E    ,N,ENE  ,N,E    ,N,NE   ,N,E    ,N,#
dc, 14517,NGAYAWILI                               ,-11.9971,+135.5726,   8.1,2014-10-25,   0.0,N,  , 1, 32.7,Y, 1, 20.3,Y, 1, 24.9,N,  9.4,N,  7.6,N,  7.6,N, 18.4,N, 14.8,N, 27.7,N, 14.8,N,  7.6,N,E    ,N,E    ,N,ENE  ,N,ENE  ,N,NE   ,N,NNE  ,N,NE   ,N,NE   ,N,#
dc, 14517,NGAYAWILI                               ,-11.9971,+135.5726,   8.1,2014-10-26,   0.0,N,  , 1, 32.4,Y, 1, 19.3,Y, 1, 24.6,N,  7.6,N,  5.4,N,  7.6,N, 14.8,N, 25.9,N, 20.5,N, 20.5,N,  9.4,N,ESE  ,N,ESE  ,N,ESE  ,N,ENE  ,N,ENE  ,N,NNE  ,N,NNE  ,N,NE   ,N,#
dc, 14517,NGAYAWILI                               ,-11.9971,+135.5726,   8.1,2014-10-27,   0.0,N,  , 1, 33.1,Y, 1, 19.6,Y, 1, 24.0,N,  7.6,N,  7.6,N,  7.6,N, 18.4,N, 18.4,N, 20.5,N, 18.4,N,  9.4,N,ENE  ,N,ENE  ,N,ENE  ,N,ESE  ,N,ESE  ,N,NNE  ,N,NE   ,N,ENE  ,N,#
