dc,Station Number,Station Name,Latitude,Longitude,Height above MSL,Month Day Year in YYYY-MM-DD format,Precipitation in the 24 hours before 9am (local time) in mm,Quality of precipitation value,Number of days of rain within the days of accumulation,Accumulated number of days over which the precipitation was measured,Maximum temperature in 24 hours after 9am (local time) in Degrees C,Quality of maximum temperature in 24 hours after 9am (local time),Days of accumulation of maximum temperature,Minimum temperature in 24 hours before 9am (local time) in Degrees C,Quality of minimum temperature in 24 hours before 9am (local time),Days of accumulation of minimum temperature,Average daily dew point temperature in Degrees C,Quality of overall dew point temperature observations used,Wind speed at 00 hours Local Time measured in km/h,Quality of wind speed at 00 hours Local Time,Wind speed at 03 hours Local Time measured in km/h,Quality of wind speed at 03 hours Local Time,Wind speed at 06 hours Local Time measured in km/h,Quality of wind speed at 06 hours Local Time,Wind speed at 09 hours Local Time measured in km/h,Quality of wind speed at 09 hours Local Time,Wind speed at 12 hours Local Time measured in km/h,Quality of wind speed at 12 hours Local Time,Wind speed at 15 hours Local Time measured in km/h,Quality of wind speed at 15 hours Local Time,Wind speed at 18 hours Local Time measured in km/h,Quality of wind speed at 18 hours Local Time,Wind speed at 21 hours Local Time measured in km/h,Quality of wind speed at 21 hours Local Time,Wind direction at 00 hours Local Time as 16 compass point text,Quality of wind direction at 00 hours Local Time,Wind direction at 03 hours Local Time as 16 compass point text,Quality of wind direction at 03 hours Local Time,Wind direction at 06 hours Local Time as 16 compass point text,Quality of wind direction at 06 hours Local Time,Wind direction at 09 hours Local Time as 16 compass point text,Quality of wind direction at 09 hours Local Time,Wind direction at 12 hours Local Time as 16 compass point text,Quality of wind direction at 12 hours Local Time,Wind direction at 15 hours Local Time as 16 compass point text,Quality of wind direction at 15 hours Local Time,Wind direction at 18 hours Local Time as 16 compass point text,Quality of wind direction at 18 hours Local Time,Wind direction at 21 hours Local Time as 16 compass point text,Quality of wind direction at 21 hours Local Time,#
dc, 14404,MILINGIMBI AIRPORT                      ,-12.0932,+134.8919,  15.0,2011-10-07,   0.0,N,  , 1, 32.3,Y, 1, 23.2,Y, 1, 21.9,N,  0.0,N,  0.0,N,  3.6,N,  3.6,N, 11.2,N, 16.6,N, 11.2,N,  5.4,N,CALM ,N,CALM ,N,E    ,N,SSE  ,N,E    ,N,NNW  ,N,N    ,N,N    ,N,#
dc, 14404,MILINGIMBI AIRPORT                      ,-12.0932,+134.8919,  15.0,2011-10-08,   0.0,N,  , 1, 31.9,Y, 1, 24.0,Y, 1, 22.2,N,  0.0,N,  0.0,N,  0.0,N,  9.4,N, 11.2,N, 13.0,N, 11.2,N,  1.8,N,CALM ,N,CALM ,N,CALM ,N,N    ,N,N    ,N,N    ,N,N    ,N,N    ,N,#
dc, 14404,MILINGIMBI AIRPORT                      ,-12.0932,+134.8919,  15.0,2011-10-09,   0.0,N,  , 1, 32.3,Y, 1, 23.6,Y, 1, 22.5,N,  0.0,N,  0.0,N,  3.6,N,  3.6,N, 11.2,N, 14.8,N, 11.2,N,  7.6,N,CALM ,N,CALM ,N,SW   ,N,W    ,N,N    ,N,N    ,N,NNE  ,N,NE   ,N,#
dc, 14404,MILINGIMBI AIRPORT                      ,-12.0932,+134.8919,  15.0,2011-10-10,   0.0,N,  , 1, 33.9,Y, 1, 24.6,Y, 1, 22.8,N,  0.0,N,  0.0,N,  0.0,N,  9.4,N, 14.8,N, 14.8,N, 13.0,N, 11.2,N,CALM ,N,CALM ,N,CALM ,N,NW   ,N,NNE  ,N,NW   ,N,NW   ,N,NW   ,N,#
dc, 14404,MILINGIMBI AIRPORT                      ,-12.0932,+134.8919,  15.0,2011-10-11,   0.0,N,  , 1, 33.4,Y, 1, 24.5,Y, 1, 22.6,N,  5.4,N,  9.4,N,  5.4,N, 13.0,N, 14.8,N, 16.6,N, 11.2,N,  7.6,N,WNW  ,N,WNW  ,N,WNW  ,N,WNW  ,N,NNW  ,N,N    ,N,NNW  ,N,NW   ,N,#
dc, 14404,MILINGIMBI AIRPORT                      ,-12.0932,+134.8919,  15.0,2011-10-12,   0.0,N,  , 1, 34.7,Y, 1, 24.9,Y, 1, 23.7,N,  3.6,N,  7.6,N,  0.0,N, 14.8,N, 14.8,N, 14.8,N, 11.2,N,  7.6,N,WNW  ,N,NW   ,N,CALM ,N,NNW  ,N,NW   ,N,NW   ,N,NNW  ,N,NW   ,N,#
dc, 14404,MILINGIMBI AIRPORT                      ,-12.0932,+134.8919,  15.0,2011-10-13,   0.0,N,  , 1, 33.4,Y, 1, 24.6,Y, 1, 24.1,N,  5.4,N,  0.0,N,  0.0,N, 13.0,N, 13.0,N, 13.0,N, 13.0,N,  7.6,N,NW   ,N,CALM ,N,CALM ,N,SSW  ,N,N    ,N,N    ,N,NNW  ,N,NNW  ,N,#
dc, 14404,MILINGIMBI AIRPORT                      ,-12.0932,+134.8919,  15.0,2011-10-14,   0.0,N,  , 1, 34.3,Y, 1, 23.8,Y, 1, 23.3,N,  7.6,N,  1.8,N,  0.0,N, 11.2,N, 14.8,N, 13.0,N,  7.6,N,  7.6,N,NW   ,N,SSW  ,N,CALM ,N,NW   ,N,N    ,N,NNW  ,N,NNW  ,N,NW   ,N,#
dc, 14404,MILINGIMBI AIRPORT                      ,-12.0932,+134.8919,  15.0,2011-10-15,   0.0,N,  , 1, 35.7,Y, 1, 25.2,Y, 1, 22.9,N,  9.4,N,  7.6,N,  9.4,N, 11.2,N,  7.6,N, 16.6,N, 11.2,N, 14.8,N,NNW  ,N,NW   ,N,S    ,N,WSW  ,N,SW   ,N,N    ,N,N    ,N,SE   ,N,#
dc, 14404,MILINGIMBI AIRPORT                      ,-12.0932,+134.8919,  15.0,2011-10-16,   0.0,N,  , 1, 34.7,Y, 1, 24.1,Y, 1, 21.7,N,  7.6,N,  7.6,N,  7.6,N,  7.6,N, 11.2,N, 16.6,N,  5.4,N, 18.4,N,NE   ,N,SSW  ,N,S    ,N,NNE  ,N,E    ,N,SSE  ,N,S    ,N,SE   ,N,#
dc, 14404,MILINGIMBI AIRPORT                      ,-12.0932,+134.8919,  15.0,2011-10-17,   1.0,N,  , 1, 35.6,Y, 1, 22.1,Y, 1, 19.7,N, 11.2,N, 11.2,N,  7.6,N, 11.2,N, 16.6,N, 13.0,N, 13.0,N,  5.4,N,SSE  ,N,SSE  ,N,S    ,N,SSE  ,N,E    ,N,ENE  ,N,NNE  ,N,ENE  ,N,#
dc, 14404,MILINGIMBI AIRPORT                      ,-12.0932,+134.8919,  15.0,2011-10-18,   0.0,N,  , 1, 32.6,Y, 1, 23.4,Y, 1, 22.0,N,  9.4,N,  7.6,N,  7.6,N, 14.8,N, 11.2,N, 20.5,N,  9.4,N, 11.2,N,SSE  ,N,SSE  ,N,SE   ,N,ESE  ,N,E    ,N,ENE  ,N,ESE  ,N,SSE  ,N,#
dc, 14404,MILINGIMBI AIRPORT                      ,-12.0932,+134.8919,  15.0,2011-10-19,   0.0,N,  , 1, 33.8,Y, 1, 24.7,Y, 1, 23.3,N, 13.0,N, 14.8,N,  7.6,N, 25.9,N, 11.2,N, 11.2,N,  9.4,N,  3.6,N,SSE  ,N,SE   ,N,SSE  ,N,ESE  ,N,E    ,N,SE   ,N,E    ,N,SSE  ,N,#
dc, 14404,MILINGIMBI AIRPORT                      ,-12.0932,+134.8919,  15.0,2011-10-20,  26.4,N,  , 1, 32.7,Y, 1, 21.8,Y, 1, 22.6,N, 18.4,N, 13.0,N, 11.2,N, 18.4,N, 14.8,N, 16.6,N, 18.4,N, 18.4,N,ESE  ,N,SE   ,N,SSE  ,N,SE   ,N,E    ,N,ENE  ,N,ENE  ,N,ESE  ,N,#
dc, 14404,MILINGIMBI AIRPORT                      ,-12.0932,+134.8919,  15.0,2011-10-21,   0.0,N,  , 1, 33.0,Y, 1, 24.0,Y, 1, 22.7,N, 11.2,N, 11.2,N, 11.2,N, 20.5,N, 13.0,N, 16.6,N, 13.0,N,  9.4,N,SE   ,N,SSE  ,N,SE   ,N,ESE  ,N,E    ,N,NE   ,N,ENE  ,N,E    ,N,#
dc, 14404,MILINGIMBI AIRPORT                      ,-12.0932,+134.8919,  15.0,2011-10-22,   0.0,N,  , 1, 32.7,Y, 1, 24.5,Y, 1, 22.9,N, 14.8,N, 11.2,N, 13.0,N, 14.8,N, 16.6,N, 18.4,N, 14.8,N,  7.6,N,ESE  ,N,SSE  ,N,SE   ,N,E    ,N,NE   ,N,NE   ,N,ENE  ,N,E    ,N,#
dc, 14404,MILINGIMBI AIRPORT                      ,-12.0932,+134.8919,  15.0,2011-10-23,   0.0,N,  , 1, 33.3,Y, 1, 24.4,Y, 1, 23.1,N,  7.6,N,  9.4,N,  5.4,N, 14.8,N, 13.0,N, 14.8,N, 11.2,N, 14.8,N,SSE  ,N,SSE  ,N,SSE  ,N,SE   ,N,E    ,N,NNE  ,N,NE   ,N,ENE  ,N,#
dc, 14404,MILINGIMBI AIRPORT                      ,-12.0932,+134.8919,  15.0,2011-10-24,   0.0,N,  , 1, 33.5,Y, 1, 24.3,Y, 1, 23.2,N, 14.8,N,  9.4,N,  0.0,N,  9.4,N, 11.2,N, 14.8,N, 11.2,N, 13.0,N,ESE  ,N,SSE  ,N,CALM ,N,E    ,N,ENE  ,N,N    ,N,NE   ,N,ENE  ,N,#
dc, 14404,MILINGIMBI AIRPORT                      ,-12.0932,+134.8919,  15.0,2011-10-25,   0.0,N,  , 1, 33.7,Y, 1, 24.2,Y, 1, 23.3,N,  9.4,N,  7.6,N,  0.0,N,  9.4,N, 13.0,N, 13.0,N,  7.6,N,  7.6,N,E    ,N,SSE  ,N,CALM ,N,NE   ,N,ENE  ,N,N    ,N,NNE  ,N,NE   ,N,#
dc, 14404,MILINGIMBI AIRPORT                      ,-12.0932,+134.8919,  15.0,2011-10-26,   0.0,N,  , 1, 34.3,Y, 1, 24.3,Y, 1, 23.0,N, 11.2,N,  1.8,N,  0.0,N,  9.4,N, 13.0,N, 13.0,N, 11.2,N,  0.0,N,ENE  ,N,E    ,N,CALM ,N,E    ,N,ENE  ,N,N    ,N,N    ,N,CALM ,N,#
dc, 14404,MILINGIMBI AIRPORT                      ,-12.0932,+134.8919,  15.0,2011-10-27,   0.0,N,  , 1, 33.4,Y, 1, 24.7,Y, 1, 23.0,N,  7.6,N,  3.6,N,  0.0,N,  9.4,N,  9.4,N, 13.0,N,  9.4,N,  7.6,N,ENE  ,N,E    ,N,CALM ,N,ESE  ,N,ENE  ,N,NNE  ,N,NNE  ,N,NE   ,N,#
dc, 14404,MILINGIMBI AIRPORT                      ,-12.0932,+134.8919,  15.0,2011-10-28,   0.0,N,  , 1, 32.2,Y, 1, 25.3,Y, 1, 23.3,N,  5.4,N,  0.0,N,  1.8,N,  7.6,N, 11.2,N, 14.8,N,  9.4,N,  1.8,N,NE   ,N,CALM ,N,WSW  ,N,ENE  ,N,N    ,N,N    ,N,NNE  ,N,NE   ,N,#
dc, 14404,MILINGIMBI AIRPORT                      ,-12.0932,+134.8919,  15.0,2011-10-29,   0.0,N,  , 1, 33.1,Y, 1, 24.9,Y, 1, 23.6,N,  5.4,N,  7.6,N,  3.6,N, 11.2,N, 13.0,N, 14.8,N,  7.6,N,  0.0,N,E    ,N,E    ,N,S    ,N,ESE  ,N,ENE  ,N,NNE  ,N,NNE  ,N,CALM ,N,#
dc, 14404,MILINGIMBI AIRPORT                      ,-12.0932,+134.8919,  15.0,2011-10-30,   0.0,N,  , 1, 33.9,Y, 1, 24.5,Y, 1, 22.9,N,  7.6,N,  7.6,N,  9.4,N, 13.0,N, 13.0,N, 16.6,N, 13.0,N,  7.6,N,S    ,N,SSE  ,N,SE   ,N,ESE  ,N,ENE  ,N,NE   ,N,NNE  ,N,NE   ,N,#
dc, 14404,MILINGIMBI AIRPORT                      ,-12.0932,+134.8919,  15.0,2011-10-31,   0.0,N,  , 1, 33.9,Y, 1, 24.2,Y, 1, 22.4,N,  9.4,N, 11.2,N,  5.4,N, 13.0,N, 14.8,N, 13.0,N, 11.2,N,  7.6,N,E    ,N,SE   ,N,SE   ,N,ENE  ,N,NE   ,N,N    ,N,NNE  ,N,NE   ,N,#
dc, 14404,MILINGIMBI AIRPORT                      ,-12.0932,+134.8919,  15.0,2011-11-01,   0.0,N,  , 1, 33.2,Y, 1, 25.3,Y, 1, 22.0,N, 14.8,N, 13.0,N,  9.4,N,  9.4,N, 16.6,N, 14.8,N, 11.2,N,  5.4,N,ESE  ,N,ESE  ,N,ESE  ,N,E    ,N,ENE  ,N,NE   ,N,NNE  ,N,ENE  ,N,#
dc, 14404,MILINGIMBI AIRPORT                      ,-12.0932,+134.8919,  15.0,2011-11-02,   0.0,N,  , 1, 32.7,Y, 1, 23.8,Y, 1, 22.2,N,  7.6,N,  9.4,N,  1.8,N, 18.4,N, 14.8,N, 14.8,N,  9.4,N,  3.6,N,ENE  ,N,E    ,N,S    ,N,ESE  ,N,ENE  ,N,NNE  ,N,N    ,N,NE   ,N,#
dc, 14404,MILINGIMBI AIRPORT                      ,-12.0932,+134.8919,  15.0,2011-11-03,   0.0,N,  , 1, 33.7,Y, 1, 24.4,Y, 1, 22.5,N,  5.4,N,  9.4,N,  3.6,N, 14.8,N, 13.0,N, 13.0,N,  9.4,N,  5.4,N,ENE  ,N,ESE  ,N,S    ,N,ESE  ,N,ENE  ,N,N    ,N,N    ,N,NE   ,N,#
dc, 14404,MILINGIMBI AIRPORT                      ,-12.0932,+134.8919,  15.0,2011-11-04,   0.0,N,  , 1, 33.8,Y, 1, 25.3,Y, 1, 22.8,N,  0.0,N,  0.0,N,  3.6,N, 14.8,N, 13.0,N, 14.8,N, 11.2,N,  7.6,N,CALM ,N,CALM ,N,S    ,N,ESE  ,N,ENE  ,N,NNE  ,N,N    ,N,NE   ,N,#
dc, 14404,MILINGIMBI AIRPORT                      ,-12.0932,+134.8919,  15.0,2011-11-05,   0.0,N,  , 1, 32.5,Y, 1, 25.2,Y, 1, 22.6,N,  5.4,N,  1.8,N,  0.0,N,  7.6,N, 13.0,N, 14.8,N, 11.2,N,  7.6,N,NE   ,N,NE   ,N,CALM ,N,W    ,N,N    ,N,NNW  ,N,N    ,N,NE   ,N,#
dc, 14404,MILINGIMBI AIRPORT                      ,-12.0932,+134.8919,  15.0,2011-11-06,   0.0,N,  , 1, 33.2,Y, 1, 25.6,Y, 1, 22.5,N,  0.0,N,  0.0,N,  0.0,N, 11.2,N, 13.0,N, 13.0,N, 11.2,N,  9.4,N,CALM ,N,CALM ,N,CALM ,N,N    ,N,N    ,N,N    ,N,N    ,N,NNE  ,N,#
dc, 14404,MILINGIMBI AIRPORT                      ,-12.0932,+134.8919,  15.0,2011-11-07,   0.0,N,  , 1, 33.1,Y, 1, 25.1,Y, 1, 22.8,N,  7.6,N,  0.0,N,  0.0,N,  5.4,N, 13.0,N, 16.6,N, 11.2,N,  7.6,N,NW   ,N,CALM ,N,CALM ,N,NNW  ,N,N    ,N,N    ,N,N    ,N,NE   ,N,#
dc, 14404,MILINGIMBI AIRPORT                      ,-12.0932,+134.8919,  15.0,2011-11-08,   0.0,N,  , 1, 33.8,Y, 1, 25.9,Y, 1, 22.4,N,  0.0,N,  5.4,N,  0.0,N,  5.4,N, 13.0,N, 14.8,N,  9.4,N,  7.6,N,CALM ,N,NW   ,N,CALM ,N,NNW  ,N,N    ,N,N    ,N,NNE  ,N,NNE  ,N,#
dc, 14404,MILINGIMBI AIRPORT                      ,-12.0932,+134.8919,  15.0,2011-11-09,   0.0,N,  , 1, 34.4,Y, 1, 26.5,Y, 1, 23.2,N,  7.6,N,  0.0,N,  3.6,N,  7.6,N,  9.4,N, 16.6,N, 14.8,N, 11.2,N,NE   ,N,CALM ,N,SSW  ,N,NNW  ,N,NE   ,N,NNE  ,N,NE   ,N,NE   ,N,#
dc, 14404,MILINGIMBI AIRPORT                      ,-12.0932,+134.8919,  15.0,2011-11-10,   0.0,N,  , 1, 34.2,Y, 1, 26.0,Y, 1, 23.1,N,  7.6,N,  0.0,N,  0.0,N,  7.6,N, 13.0,N, 14.8,N, 13.0,N,  5.4,N,NE   ,N,CALM ,N,CALM ,N,E    ,N,ENE  ,N,N    ,N,NNE  ,N,NNE  ,N,#
dc, 14404,MILINGIMBI AIRPORT                      ,-12.0932,+134.8919,  15.0,2011-11-11,   0.0,N,  , 1, 34.3,Y, 1, 26.0,Y, 1, 23.1,N,  0.0,N,  1.8,N,  5.4,N, 11.2,N, 11.2,N, 14.8,N,  9.4,N,  7.6,N,CALM ,N,SSE  ,N,SSW  ,N,E    ,N,ENE  ,N,N    ,N,NNE  ,N,NE   ,N,#
dc, 14404,MILINGIMBI AIRPORT                      ,-12.0932,+134.8919,  15.0,2011-11-12,   0.0,N,  , 1, 34.5,Y, 1, 25.2,Y, 1, 23.1,N,  5.4,N,  0.0,N,  0.0,N,  9.4,N, 13.0,N, 16.6,N, 13.0,N,  7.6,N,NE   ,N,CALM ,N,CALM ,N,ENE  ,N,ENE  ,N,NNE  ,N,N    ,N,NE   ,N,#
dc, 14404,MILINGIMBI AIRPORT                      ,-12.0932,+134.8919,  15.0,2011-11-13,   0.0,N,  , 1, 33.8,Y, 1, 26.2,Y, 1, 23.4,N,  7.6,N,  5.4,N,  0.0,N,  7.6,N, 11.2,N, 14.8,N,  9.4,N,  7.6,N,NE   ,N,ENE  ,N,CALM ,N,NNW  ,N,NE   ,N,NNE  ,N,NNW  ,N,NNE  ,N,#
dc, 14404,MILINGIMBI AIRPORT                      ,-12.0932,+134.8919,  15.0,2011-11-14,   0.0,N,  , 1, 34.2,Y, 1, 26.3,Y, 1, 23.1,N,  0.0,N,  0.0,N,  1.8,N,  9.4,N, 11.2,N, 14.8,N, 11.2,N,  7.6,N,CALM ,N,CALM ,N,SSE  ,N,ESE  ,N,NE   ,N,N    ,N,N    ,N,ENE  ,N,#
dc, 14404,MILINGIMBI AIRPORT                      ,-12.0932,+134.8919,  15.0,2011-11-15,   0.0,N,  , 1, 34.1,Y, 1, 25.6,Y, 1, 23.5,N, 11.2,N,  9.4,N,  5.4,N, 13.0,N, 14.8,N, 16.6,N, 11.2,N,  9.4,N,E    ,N,ESE  ,N,S    ,N,ESE  ,N,ENE  ,N,NNE  ,N,ENE  ,N,ENE  ,N,#
dc, 14404,MILINGIMBI AIRPORT                      ,-12.0932,+134.8919,  15.0,2011-11-16,   0.0,N,  , 1, 34.6,Y, 1, 26.8,Y, 1, 23.2,N,  9.4,N,  7.6,N,  5.4,N, 14.8,N, 13.0,N, 14.8,N,  9.4,N, 11.2,N,E    ,N,E    ,N,E    ,N,ENE  ,N,ENE  ,N,NNE  ,N,NE   ,N,NE   ,N,#
dc, 14404,MILINGIMBI AIRPORT                      ,-12.0932,+134.8919,  15.0,2011-11-17,   0.0,N,  , 1, 33.2,Y, 1, 26.6,Y, 1, 23.8,N, 11.2,N,  0.0,N,  3.6,N,  3.6,N, 14.8,N, 13.0,N, 11.2,N,  7.6,N,NE   ,N,CALM ,N,SSE  ,N,W    ,N,N    ,N,NNW  ,N,NNW  ,N,NW   ,N,#
dc, 14404,MILINGIMBI AIRPORT                      ,-12.0932,+134.8919,  15.0,2011-11-18,   0.8,N,  , 1, 33.5,Y, 1, 25.3,Y, 1, 23.3,N,  7.6,N,  5.4,N,  7.6,N,  5.4,N, 11.2,N, 14.8,N,  7.6,N,  7.6,N,N    ,N,SSE  ,N,SSE  ,N,E    ,N,ENE  ,N,N    ,N,N    ,N,ENE  ,N,#
dc, 14404,MILINGIMBI AIRPORT                      ,-12.0932,+134.8919,  15.0,2011-11-19,  45.4,N,  , 1, 32.1,Y, 1, 23.3,Y, 1, 23.9,N, 13.0,N,  0.0,N,  7.6,N,  3.6,N, 13.0,N, 13.0,N,  7.6,N,  0.0,N,SW   ,N,CALM ,N,SSE  ,N,E    ,N,ENE  ,N,N    ,N,N    ,N,CALM ,N,#
dc, 14404,MILINGIMBI AIRPORT                      ,-12.0932,+134.8919,  15.0,2011-11-20,   0.0,N,  , 1, 33.2,Y, 1, 26.2,Y, 1, 23.1,N,  0.0,N,  0.0,N,  0.0,N, 11.2,N, 14.8,N, 16.6,N, 11.2,N,  0.0,N,CALM ,N,CALM ,N,CALM ,N,ENE  ,N,ENE  ,N,NNE  ,N,NNE  ,N,CALM ,N,#
dc, 14404,MILINGIMBI AIRPORT                      ,-12.0932,+134.8919,  15.0,2011-11-21,   0.0,N,  , 1, 32.7,Y, 1, 25.5,Y, 1, 23.7,N,  3.6,N,  1.8,N,  0.0,N,  9.4,N, 14.8,N, 11.2,N,  7.6,N,  5.4,N,ENE  ,N,E    ,N,CALM ,N,NE   ,N,N    ,N,NNW  ,N,NE   ,N,SSW  ,N,#
dc, 14404,MILINGIMBI AIRPORT                      ,-12.0932,+134.8919,  15.0,2011-11-22,      , ,  ,  , 31.8,Y, 1,     , ,  , 24.0,N,     , ,     , ,     , ,  5.4,N, 14.8,N, 14.8,N,  9.4,N,  5.4,N,     , ,     , ,     , ,N    ,N,N    ,N,NNE  ,N,NNE  ,N,NNW  ,N,#
dc, 14404,MILINGIMBI AIRPORT                      ,-12.0932,+134.8919,  15.0,2011-11-23,   0.2,N,  , 1, 32.7,Y, 1, 26.5,Y, 1, 24.1,N,  0.0,N,  0.0,N,  3.6,N,  9.4,N, 11.2,N, 14.8,N,  5.4,N,  0.0,N,CALM ,N,CALM ,N,SSE  ,N,NNE  ,N,N    ,N,N    ,N,N    ,N,CALM ,N,#
dc, 14404,MILINGIMBI AIRPORT                      ,-12.0932,+134.8919,  15.0,2011-11-24,  11.8,N,  , 1, 33.6,Y, 1, 25.2,Y, 1, 24.2,N,  0.0,N,  9.4,N,  7.6,N, 16.6,N, 13.0,N, 11.2,N, 16.6,N,  7.6,N,CALM ,N,SW   ,N,SW   ,N,SE   ,N,E    ,N,NE   ,N,SSE  ,N,SSW  ,N,#
dc, 14404,MILINGIMBI AIRPORT                      ,-12.0932,+134.8919,  15.0,2011-11-25,  13.0,N,  , 1, 36.0,Y, 1, 24.7,Y, 1, 24.6,N,  7.6,N,  7.6,N,  7.6,N, 20.5,N, 14.8,N, 14.8,N, 16.6,N, 11.2,N,S    ,N,SSE  ,N,SSE  ,N,SE   ,N,ESE  ,N,SE   ,N,E    ,N,ESE  ,N,#
dc, 14404,MILINGIMBI AIRPORT                      ,-12.0932,+134.8919,  15.0,2011-11-26,   1.6,N,  , 1, 34.6,Y, 1, 26.2,Y, 1, 24.9,N, 11.2,N, 11.2,N, 13.0,N, 22.3,N, 16.6,N, 13.0,N,  9.4,N,  9.4,N,ESE  ,N,SSE  ,N,SE   ,N,ESE  ,N,ENE  ,N,N    ,N,NE   ,N,SSW  ,N,#
dc, 14404,MILINGIMBI AIRPORT                      ,-12.0932,+134.8919,  15.0,2011-11-27,   0.0,N,  , 1, 35.7,Y, 1, 26.1,Y, 1, 24.9,N,  0.0,N,  1.8,N,  0.0,N, 13.0,N, 14.8,N, 16.6,N, 14.8,N,  9.4,N,CALM ,N,S    ,N,CALM ,N,E    ,N,E    ,N,NNE  ,N,ENE  ,N,ENE  ,N,#
dc, 14404,MILINGIMBI AIRPORT                      ,-12.0932,+134.8919,  15.0,2011-11-28,   0.0,N,  , 1, 34.2,Y, 1, 26.3,Y, 1, 24.6,N,  0.0,N,  9.4,N,  5.4,N, 14.8,N, 14.8,N, 13.0,N,  9.4,N,  7.6,N,CALM ,N,SE   ,N,E    ,N,ENE  ,N,ENE  ,N,N    ,N,NNE  ,N,NE   ,N,#
dc, 14404,MILINGIMBI AIRPORT                      ,-12.0932,+134.8919,  15.0,2011-11-29,   0.0,N,  , 1, 34.7,Y, 1, 26.9,Y, 1, 24.3,N,  9.4,N, 11.2,N,  7.6,N, 13.0,N, 16.6,N, 13.0,N, 11.2,N,  5.4,N,ENE  ,N,ENE  ,N,SE   ,N,E    ,N,ENE  ,N,N    ,N,N    ,N,NE   ,N,#
dc, 14404,MILINGIMBI AIRPORT                      ,-12.0932,+134.8919,  15.0,2011-11-30,   0.0,N,  , 1, 35.0,Y, 1, 26.3,Y, 1, 24.1,N,  0.0,N,  3.6,N,  0.0,N,  7.6,N, 13.0,N, 13.0,N,  9.4,N,  1.8,N,CALM ,N,ENE  ,N,CALM ,N,E    ,N,E    ,N,N    ,N,N    ,N,NE   ,N,#
dc, 14404,MILINGIMBI AIRPORT                      ,-12.0932,+134.8919,  15.0,2011-12-01,   0.0,N,  , 1, 34.5,Y, 1, 26.6,Y, 1, 24.8,N,  0.0,N,  0.0,N,  0.0,N,  7.6,N, 13.0,N, 16.6,N,  5.4,N,  0.0,N,CALM ,N,CALM ,N,CALM ,N,NE   ,N,NNE  ,N,NNE  ,N,N    ,N,CALM ,N,#
dc, 14404,MILINGIMBI AIRPORT                      ,-12.0932,+134.8919,  15.0,2011-12-02,   0.0,N,  , 1, 34.7,Y, 1, 25.9,Y, 1, 24.1,N,  0.0,N,  5.4,N,  3.6,N,  5.4,N, 11.2,N,  7.6,N,  7.6,N,  5.4,N,CALM ,N,SSW  ,N,WSW  ,N,WSW  ,N,NNE  ,N,NW   ,N,NNW  ,N,SSE  ,N,#
dc, 14404,MILINGIMBI AIRPORT                      ,-12.0932,+134.8919,  15.0,2011-12-03,   0.0,N,  , 1, 34.1,Y, 1, 25.8,Y, 1, 23.7,N,  5.4,N,  0.0,N,  0.0,N,  9.4,N, 11.2,N, 11.2,N,  7.6,N,  9.4,N,SSW  ,N,CALM ,N,CALM ,N,ESE  ,N,NNW  ,N,N    ,N,N    ,N,ESE  ,N,#
dc, 14404,MILINGIMBI AIRPORT                      ,-12.0932,+134.8919,  15.0,2011-12-04,   3.4,N,  , 1, 34.1,Y, 1, 24.3,Y, 1, 24.0,N, 11.2,N,  5.4,N,  7.6,N, 14.8,N, 11.2,N, 11.2,N, 16.6,N,  9.4,N,SSE  ,N,WSW  ,N,S    ,N,SSE  ,N,E    ,N,ENE  ,N,ENE  ,N,ESE  ,N,#
dc, 14404,MILINGIMBI AIRPORT                      ,-12.0932,+134.8919,  15.0,2011-12-05,   0.0,N,  , 1, 33.4,Y, 1, 24.9,Y, 1, 24.4,N,  1.8,N,  7.6,N,  9.4,N,  9.4,N,  9.4,N, 13.0,N,  5.4,N,  1.8,N,WSW  ,N,SSW  ,N,SSW  ,N,SSE  ,N,N    ,N,NNW  ,N,NNW  ,N,N    ,N,#
dc, 14404,MILINGIMBI AIRPORT                      ,-12.0932,+134.8919,  15.0,2011-12-06,   0.0,N,  , 1, 33.5,Y, 1, 26.0,Y, 1, 24.5,N,  0.0,N,  3.6,N,  7.6,N,  7.6,N,  5.4,N, 11.2,N,  5.4,N, 11.2,N,CALM ,N,N    ,N,WSW  ,N,SSW  ,N,NE   ,N,N    ,N,NNW  ,N,SSW  ,N,#
dc, 14404,MILINGIMBI AIRPORT                      ,-12.0932,+134.8919,  15.0,2011-12-07,   4.6,N,  , 1, 34.3,Y, 1, 25.5,Y, 1, 23.8,N,  7.6,N,  5.4,N,  7.6,N,  5.4,N, 11.2,N, 14.8,N,  3.6,N,  5.4,N,W    ,N,W    ,N,S    ,N,ENE  ,N,N    ,N,N    ,N,N    ,N,S    ,N,#
dc, 14404,MILINGIMBI AIRPORT                      ,-12.0932,+134.8919,  15.0,2011-12-08,   0.0,N,  , 1, 34.9,S, 1, 26.3,Y, 1, 24.4,N,  1.8,N,  7.6,N,  5.4,N,  9.4,N,  7.6,N, 13.0,N,  9.4,N,  5.4,N,SSW  ,N,S    ,N,SSW  ,N,ESE  ,N,N    ,N,N    ,N,NNW  ,N,NNW  ,N,#
